OID_,FID_SpringCatchData_XYTableToPoint,SpringCatchData_csv_Station,SpringCatchData_csv_SampleDate,SpringCatchData_csv_Latitude,SpringCatchData_csv_Longitude,SpringCatchData_csv_CatchRowID,SpringCatchData_csv_SampleRowID,SpringCatchData_csv_OrganismCode,SpringCatchData_csv_Catch,SpringCatchData_csv_CommonName,Stations_Station,Stations_Lati,Stations_Longi,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
1300,7866,719,11-Jan-17,38-20-01.6,121-38-49.9,7772,3372,12,12,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1301,7867,719,11-Jan-17,38-20-01.6,121-38-49.9,7773,3372,9,1,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1302,7868,719,11-Jan-17,38-20-01.6,121-38-49.9,7774,3372,103,1,Siberian prawn,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1303,8004,713,08-Feb-17,38-12-17.9,121-39-32.6,7966,3426,9,5,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1304,8005,713,08-Feb-17,38-12-17.9,121-39-32.6,7967,3426,23,1,palaemon shrimp,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1305,8007,716,08-Feb-17,38-15-20.0,121-41-20.5,7969,3428,20,1,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1306,8008,716,08-Feb-17,38-15-20.0,121-41-20.5,7970,3428,52,1,bluegill,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1307,8009,719,08-Feb-17,38-20-01.3,121-38-52.0,7971,3429,9,2,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1308,8010,719,08-Feb-17,38-20-01.3,121-38-52.0,7972,3429,24,3,delta smelt,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1309,8011,719,08-Feb-17,38-20-01.3,121-38-52.0,7973,3429,20,16,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1310,8012,719,08-Feb-17,38-20-01.3,121-38-52.0,7974,3429,19,1,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1311,8013,719,08-Feb-17,38-20-01.3,121-38-52.0,7975,3429,12,4,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1312,8014,719,08-Feb-17,38-20-01.3,121-38-52.0,7976,3430,20,9,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1313,8015,719,08-Feb-17,38-20-01.3,121-38-52.0,7977,3430,12,5,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1314,8059,713,08-Mar-17,38-12-25.3,121-39-39.4,8021,3449,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1315,8066,716,08-Mar-17,38-15-15.3,121-41-19.2,8028,3451,20,2,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1316,8067,716,08-Mar-17,38-15-15.3,121-41-19.2,8029,3451,63,1,Sacramento pikeminnow,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1317,8068,719,08-Mar-17,38-19-59.1,121-38-51.7,8030,3452,24,1,delta smelt,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1318,8069,719,08-Mar-17,38-19-59.1,121-38-51.7,8031,3452,20,31,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1319,8070,719,08-Mar-17,38-19-59.1,121-38-51.7,8032,3452,12,24,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1320,8071,719,08-Mar-17,38-19-59.1,121-38-51.7,8033,3452,9,3,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1321,8166,713,05-Apr-17,38-12-24.2,121-39-35.2,8130,3508,9,5,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1322,8169,716,05-Apr-17,38-15-17.2,121-41-19.3,8133,3510,9,1,chinook salmon,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1323,8170,719,05-Apr-17,38-20-00.0,121-38-51.1,8134,3511,24,4,delta smelt,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1324,8171,719,05-Apr-17,38-20-00.0,121-38-51.1,8135,3511,20,3,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1325,8172,719,05-Apr-17,38-20-00.0,121-38-51.1,8136,3511,65,2,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1326,8173,719,05-Apr-17,38-20-00.0,121-38-51.1,8137,3511,12,1,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1327,8174,719,05-Apr-17,38-20-00.0,121-38-51.1,8138,3511,9,7,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1328,8231,713,03-May-17,38-12-22.0,121-39-36.6,8200,3550,9,2,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1329,8232,716,03-May-17,38-15-21.6,121-41-23.0,8201,3551,0,,No Catch,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1330,8233,719,03-May-17,38-20-04.2,121-38-51.0,8202,3552,12,4,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1331,8234,719,03-May-17,38-20-04.2,121-38-51.0,8203,3552,9,1,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1332,8235,715,03-May-17,38-13-27.8,121-40-28.2,8204,3553,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1333,8293,719,13-Dec-17,38-19-59.3,121-38-51.6,8263,3587,20,865,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1334,8294,719,13-Dec-17,38-19-59.3,121-38-51.6,8264,3587,19,61,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1335,8295,719,13-Dec-17,38-19-59.3,121-38-51.6,8265,3587,12,128,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1336,8296,719,13-Dec-17,38-19-59.3,121-38-51.6,8266,3587,93,2,wakasagi,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1337,8297,719,13-Dec-17,38-19-59.3,121-38-51.6,8267,3587,65,3,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1338,8298,716,13-Dec-17,38-15-18.1,121-41-19.3,8268,3588,20,4,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1339,8299,716,13-Dec-17,38-15-18.1,121-41-19.3,8269,3588,19,1,American shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1340,8301,713,13-Dec-17,38-12-22.0,121-39-33.3,8271,3590,20,2,threadfin shad,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1341,8375,713,10-Jan-18,38-12-19.6,121-39-34.3,8345,3627,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1342,8377,716,10-Jan-18,38-15-21.7,121-41-21.1,8347,3629,20,1,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1343,8378,719,10-Jan-18,38-20-02.7,121-38-50.9,8348,3630,20,157,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1344,8379,719,10-Jan-18,38-20-02.7,121-38-50.9,8349,3630,12,8,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1345,8441,719,07-Feb-18,38-20-03.4,121-38-50.4,8411,3667,20,205,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1346,8442,719,07-Feb-18,38-20-03.4,121-38-50.4,8412,3667,12,19,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1347,8443,719,07-Feb-18,38-20-03.4,121-38-50.4,8413,3667,65,3,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1348,8444,716,07-Feb-18,38-15-23.2,121-41-25.7,8414,3668,20,8,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1349,8447,713,07-Feb-18,38-12-22.4,121-39-35.5,8417,3670,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1350,8504,713,07-Mar-18,38-12-20.6,121-39-36.5,8475,3710,20,2,threadfin shad,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1351,8505,713,07-Mar-18,38-12-20.6,121-39-36.5,8476,3710,32,5,steelhead,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1352,8506,716,07-Mar-18,38-15-21.3,121-41-22.5,8477,3711,32,2,steelhead,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1353,8510,719,07-Mar-18,38-20-02.8,121-38-51.2,8481,3714,24,1,delta smelt,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1354,8511,719,07-Mar-18,38-20-02.8,121-38-51.2,8482,3714,20,57,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1355,8512,719,07-Mar-18,38-20-02.8,121-38-51.2,8483,3714,19,9,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1356,8513,719,07-Mar-18,38-20-02.8,121-38-51.2,8484,3714,12,18,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1357,8514,719,07-Mar-18,38-20-02.8,121-38-51.2,8485,3714,65,2,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1358,8515,719,07-Mar-18,38-20-02.8,121-38-51.2,8486,3714,32,2,steelhead,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1359,8581,713,04-Apr-18,38-12-16.3,121-39-30.5,8552,3752,20,1,threadfin shad,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1360,8582,713,04-Apr-18,38-12-16.3,121-39-30.5,8553,3752,9,2,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1361,8584,716,04-Apr-18,38-15-20.4,121-41-18.7,8555,3754,20,1,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1362,8667,713,02-May-18,38-12-17.0,121-39-31.2,8642,3790,9,6,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1363,8669,716,02-May-18,38-15-16.5,121-41-18.4,8644,3792,0,,No Catch,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1364,8670,719,02-May-18,38-19-59.9,121-38-50.6,8645,3793,24,1,delta smelt,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1365,8671,719,02-May-18,38-19-59.9,121-38-50.6,8646,3793,20,55,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1366,8672,719,02-May-18,38-19-59.9,121-38-50.6,8647,3793,19,1,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1367,8673,719,02-May-18,38-19-59.9,121-38-50.6,8648,3793,12,1,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1368,8674,719,02-May-18,38-19-59.9,121-38-50.6,8649,3793,9,5,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1369,8675,719,02-May-18,38-19-59.9,121-38-50.6,8699,3793,93,3,wakasagi,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1370,8758,713,12-Dec-18,38-12-19.2,121-39-35.6,8733,3821,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1371,8760,716,12-Dec-18,38-15-16.2,121-41-14.0,8735,3823,20,1,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1372,8761,719,12-Dec-18,38-19-58.8,121-38-50.7,8736,3824,20,39,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1373,8762,719,12-Dec-18,38-19-58.8,121-38-50.7,8737,3824,19,28,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1374,8763,719,12-Dec-18,38-19-58.8,121-38-50.7,8738,3824,12,16,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1375,8764,719,12-Dec-18,38-19-58.8,121-38-50.7,8739,3824,93,3,wakasagi,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1376,8765,719,12-Dec-18,38-19-58.8,121-38-50.7,8740,3824,65,2,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1377,8841,713,24-Jan-19,38-12-16.9,121-39-31.3,8818,3870,20,2,threadfin shad,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1378,8842,713,24-Jan-19,38-12-16.9,121-39-31.3,8819,3870,111,1,Rainwater Killifish,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1379,8843,713,24-Jan-19,38-12-16.9,121-39-31.3,8820,3870,9,2,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1380,8846,716,24-Jan-19,38-15-19.1,121-41-16.7,8823,3872,20,24,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1381,8847,716,24-Jan-19,38-15-19.1,121-41-16.7,8824,3872,12,1,inland silverside,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1382,8848,716,24-Jan-19,38-15-19.1,121-41-16.7,8825,3872,9,1,chinook salmon,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1383,8849,719,24-Jan-19,38-20-03.6,121-38-51.5,8826,3873,20,23,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1384,8850,719,24-Jan-19,38-20-03.6,121-38-51.5,8827,3873,12,15,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1385,8851,719,24-Jan-19,38-20-03.6,121-38-51.5,8828,3873,23,9,palaemon shrimp,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1386,8916,713,21-Feb-19,38-12-19.3,121-39-33.1,8894,3892,20,3,threadfin shad,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1387,8917,715,21-Feb-19,38-13-23.7,121-40-26.5,8895,3893,20,2,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1388,8918,715,21-Feb-19,38-13-23.7,121-40-26.5,8896,3893,70,1,mosquitofish,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1389,8919,716,21-Feb-19,38-14-20.5,121-41-06.0,8897,3894,95,1,shimofuri goby,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1390,8920,719,21-Feb-19,38-20-04.4,121-38-49.6,8898,3895,20,9,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1391,8921,719,21-Feb-19,38-20-04.4,121-38-49.6,8899,3895,12,11,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1392,8922,719,21-Feb-19,38-20-04.4,121-38-49.6,8900,3895,103,4,Siberian prawn,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1393,9046,713,20-Mar-19,38-12-19.8,121-39-33.7,9024,3949,9,1,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1394,9047,715,20-Mar-19,38-13-28.5,121-40-28.8,9025,3950,65,1,golden shiner,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1395,9048,715,20-Mar-19,38-13-28.5,121-40-28.8,9026,3950,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1396,9049,716,20-Mar-19,38-15-19.0,121-41-19.9,9027,3951,20,6,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1397,9050,719,20-Mar-19,38-20-03.7,121-38-51.8,9028,3952,20,1,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1398,9051,719,20-Mar-19,38-20-03.7,121-38-51.8,9029,3952,12,10,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1399,9052,719,20-Mar-19,38-20-03.7,121-38-51.8,9030,3952,9,1,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1400,9053,719,20-Mar-19,38-20-03.7,121-38-51.8,9031,3952,103,3,Siberian prawn,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1401,9110,719,17-Apr-19,38-20-06.3,121-38-50.3,9090,3989,20,16,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1402,9111,719,17-Apr-19,38-20-06.3,121-38-50.3,9091,3989,12,8,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1403,9112,719,17-Apr-19,38-20-06.3,121-38-50.3,9092,3989,103,1,Siberian prawn,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1404,9113,719,17-Apr-19,38-20-06.3,121-38-50.3,9093,3989,9,3,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1405,9114,716,17-Apr-19,38-15-17.2,121-41-18.6,9094,3990,103,1,Siberian prawn,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1406,9115,716,17-Apr-19,38-15-17.2,121-41-18.6,9095,3990,9,1,chinook salmon,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1407,9116,715,17-Apr-19,38-13-24.3,121-40-25.6,9096,3991,9,2,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1408,9117,713,17-Apr-19,38-12-26.4,121-39-39.1,9097,3992,9,3,chinook salmon,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1409,9165,713,13-May-19,38-12-26.4,121-39-39.2,9145,4010,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1410,9166,715,13-May-19,38-13-22.1,121-40-23.9,9146,4011,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1411,9167,716,13-May-19,38-15-14.6,121-41-18.1,9147,4012,9,1,chinook salmon,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1412,9168,719,13-May-19,38-19-56.3,121-38-51.5,9148,4013,20,2,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1413,9263,719,18-Dec-19,38-19-56.5,121-38-52.6,9244,4069,20,321,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1414,9264,719,18-Dec-19,38-19-56.5,121-38-52.6,9245,4069,19,10,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1415,9265,719,18-Dec-19,38-19-56.5,121-38-52.6,9246,4069,12,2,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1416,9266,719,18-Dec-19,38-19-56.5,121-38-52.6,9247,4069,93,4,wakasagi,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1417,9267,719,18-Dec-19,38-19-56.5,121-38-52.6,9248,4069,9,2,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1418,9268,719,18-Dec-19,38-19-56.5,121-38-52.6,9249,4069,65,1,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1419,9269,719,18-Dec-19,38-19-56.5,121-38-52.6,9250,4069,29,1,splittail,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1420,9334,719,15-Jan-20,38-20-03.2,121-38-51.1,9315,4103,20,41,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1421,9335,719,15-Jan-20,38-20-03.2,121-38-51.1,9316,4103,12,11,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1422,9336,719,15-Jan-20,38-20-03.2,121-38-51.1,9317,4103,65,1,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1423,9337,719,15-Jan-20,38-20-03.2,121-38-51.1,9318,4103,61,1,hitch,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1424,9338,719,15-Jan-20,38-20-03.2,121-38-51.1,9319,4103,23,10,palaemon shrimp,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1425,9345,713,15-Jan-20,38-12-18.5,121-39-33.6,9326,4109,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1426,9347,716,15-Jan-20,38-15-15.6,121-41-15.6,9328,4111,0,,No Catch,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1427,9393,713,12-Feb-20,38-12-26.1,121-39-39.3,9374,4142,20,5,threadfin shad,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1428,9394,713,12-Feb-20,38-12-26.1,121-39-39.3,9375,4142,61,1,hitch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1429,9396,716,12-Feb-20,38-15-14.7,121-41-18.0,9377,4144,20,1,threadfin shad,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1430,9397,716,12-Feb-20,38-15-14.7,121-41-18.0,9378,4144,106,1,spotted bass,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1431,9398,716,12-Feb-20,38-15-14.7,121-41-18.0,9379,4144,12,1,inland silverside,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1432,9399,719,12-Feb-20,38-19-52.3,121-38-52.8,9380,4145,20,13,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1433,9400,719,12-Feb-20,38-19-52.3,121-38-52.8,9381,4145,65,1,golden shiner,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1434,9401,719,12-Feb-20,38-19-52.3,121-38-52.8,9382,4145,12,19,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1435,9459,719,11-Mar-20,38-20-01.5,121-38-51.9,9440,4181,20,13,threadfin shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1436,9460,719,11-Mar-20,38-20-01.5,121-38-51.9,9441,4181,19,6,American shad,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1437,9461,719,11-Mar-20,38-20-01.5,121-38-51.9,9442,4181,12,23,inland silverside,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1438,9462,719,11-Mar-20,38-20-01.5,121-38-51.9,9443,4181,9,1,chinook salmon,719,38.3334999,-121.6474991,3,North Delta,448,44800,173,1.533990404880000
1439,9463,716,11-Mar-20,38-15-14.1,121-41-16.2,9444,4182,0,,No Catch,716,38.2576942,-121.6919174,3,North Delta,448,44800,173,1.533990404880000
1440,9465,713,11-Mar-20,38-12-22.8,121-39-34.7,9446,4184,0,,No Catch,713,38.2064705,-121.6610565,3,North Delta,448,44800,173,1.533990404880000
1441,49,715,01-Apr-21,38-13-05.5,121-40-20.5,9717,4337,9,7,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1442,50,715,01-Apr-21,38-13-05.5,121-40-20.5,9718,4337,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1443,142,715,28-Apr-21,38-13-21.4,121-40-25.9,9810,4380,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1444,220,715,20-Jan-22,38-13-29.3,121-40-28.4,9893,4423,20,2,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1445,262,715,17-Feb-22,38-13-23.4,121-40-26.3,9934,4455,65,1,golden shiner,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1446,411,715,13-Apr-22,38-13-26.3,121-40-26.0,10085,4538,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1447,412,715,13-Apr-22,38-13-26.3,121-40-26.0,10086,4538,9,13,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1448,511,715,11-May-22,38-13-31.2,121-40-28.4,10175,4576,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1449,989,715,07-Apr-04,,,1328,470,24,2,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1450,990,715,07-Apr-04,,,1329,470,20,2,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1451,991,715,07-Apr-04,,,1330,470,9,25,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1452,1175,715,19-Jan-06,,,2190,783,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1453,1176,715,19-Jan-06,,,2191,783,20,42,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1454,1177,715,19-Jan-06,,,2192,783,12,9,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1455,1178,715,19-Jan-06,,,2193,783,33,1,striped bass age 0,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1456,1179,715,19-Jan-06,,,2194,783,25,1,longfin smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1457,1180,715,19-Jan-06,,,2195,783,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1458,1229,715,31-Jan-06,,,2244,805,20,25,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1459,1230,715,31-Jan-06,,,2245,805,19,1,American shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1460,1231,715,31-Jan-06,,,2251,805,24,3,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1461,1248,715,15-Feb-06,,,2266,817,24,4,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1462,1249,715,15-Feb-06,,,2267,817,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1463,1250,715,15-Feb-06,,,2268,817,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
