OID_,FID_FMWT19672022Cat_PairwiseClip,Year,SampleDate,SurveyNumber,StationCode,index,StationLat,StationLong,StartLat,StartLong,EndLat,EndLong,SampleTimeStart,DepthBottom,WaterTemperature,BottomTemperature,ConductivityTop,ConductivityBottom,Turbidity,Secchi,MeterStart,MeterEnd,MeterDiff,Volume,TideCode,TowDirectionCode,WeatherCode,Microcystis,WaveCode,Aequorea_spp,American_Shad,Arrow_Goby,Bat_Ray,Bay_Goby,Bay_Pipefish,Big_Skate,Bigscale_Logperch,Black_Crappie,Black_Perch,Bluegill,Broadnose_Sevengill_Shark,Brown_Bullhead,Brown_Smoothhound,California_Grunion,California_Halibut,California_Tonguefish,Chameleon_Goby,Channel_Catfish,Cheekspot_Goby,Chinook_Salmon,Chrysaora_fuscensens,Comb_Jelly,Common_Carp,Crangon_Shrimp,Delta_Smelt,Diamond_Turbot,Dwarf_Perch,English_Sole,Flatfish,Goby__unid_,Golden_Shiner,Goldfish,Green_Sturgeon,Green_Sunfish,Grey_Smoothhound,Hitch,Jacksmelt,Jellyfish,Largemouth_Bass,Leopard_Shark,Lingcod,Lizardfish,Longfin_Smelt,Maeotias,Mississippi_Grass_Shrimp,Mississippi_Silverside,Moon_Jellies,Mud_shrimp,Night_Smelt,Northern_Anchovy,Pacific_Electric_Ray,Pacific_Halibut,Pacific_Herring,Pacific_Lamprey,Pacific_Pompano,Pacific_Sanddab,Pacific_Sardine,Pacific_Staghorn_Sculpin,Pacific_Tomcod,Palaemon_spp_,Pile_Perch,Plainfin_Midshipman,Polyorchis,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Riffle_Sculpin,River_Lamprey,Rock_Sole,Rubberlip_Seaperch,Sacramento_Blackfish,Sacramento_Perch,Sacramento_Pikeminnow,Sacramento_Sucker,Sand_Sole,Scrippsia_pacifica,Shimofuri_Goby,Shiner_Perch,Shokihaze_Goby,Shrimp__unid_,Siberian_Prawn,Silver_Surfperch,Smelt_Family,Speckled_Sanddab,Spiny_Dogfish,Splittail,Spotfin_Surfperch,Spotted_Bass,Starry_Flounder,Steelhead,Striped_Bass_age_0,Striped_Bass_age_1,Striped_Bass_age_2,Striped_Bass_age_3_,Surf_Smelt,Threadfin_Shad,Threespine_Stickleback,Topsmelt,Tule_Perch,Unid,Wakasagi,Walleye_Surfperch,Warmouth,Western_Mosquitofish,White_Catfish,White_Crappie,White_Croaker,White_Sea_Bass,White_Seaperch,White_Sturgeon,Whitebait_Smelt,Wolf_Eel,Yellowfin_Goby,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
1453,16005,2010,11/16/2010 0:00:00,5,797,0,38.404620000000001,-121.615600000000001,38.40725,-121.61422,38.40567,-121.61456,09:22,34,14.900000000000000,,599,607,10,0.400000000000000,47580,65465,17885,5142.7,4,2,1,1,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1454,16067,2010,12/6/2010 0:00:00,6,713,0,38.207120000000003,-121.660079999999994,38.20769,-121.66047,38.20703,-121.66064,12:30,42,10.600000000000000,,163,179,,0.970000000000000,537349,556829,19480,5601.3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1455,16068,2010,12/6/2010 0:00:00,6,715,0,38.222949999999997,-121.673620000000000,38.22486,-121.67431,38.22764,-121.67494,12:50,42,10.699999999999999,,167,166,,1.000000000000000,556829,577631,20802,5981.4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1456,16069,2010,12/6/2010 0:00:00,6,716,0,38.237870000000001,-121.684380000000004,38.23906,-121.68489,38.23956,-121.68539,13:11,42,10.699999999999999,,170,161,,0.980000000000000,577631,596349,18718,5382.2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1457,16070,2010,12/6/2010 0:00:00,6,721,0,38.268149999999999,-121.702770000000001,38.26961,-121.70394,38.26622,-121.69914,14:07,15,11.300000000000001,,249,249,,0.720000000000000,598952,619177,20225,5815.5,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1458,16091,2010,12/8/2010 0:00:00,6,719,0,38.334280000000000,-121.647329999999997,38.33419,-121.64753,38.33611,-121.64672,10:09,36,10.900000000000000,,353,364,26.4,0.380000000000000,789289,806394,17105,4918.4,2,2,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1459,16092,2010,12/8/2010 0:00:00,6,723,0,38.236150000000002,-121.673479999999998,38.23881,-121.67289,38.24092,-121.67203,09:30,40,11.100000000000000,,171,182,8.1,1.040000000000000,770230,789289,19059,5480.2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1460,16093,2010,12/8/2010 0:00:00,6,795,0,38.537700000000001,-121.584680000000006,38.53961,-121.58489,38.54372,-121.58419,11:44,40,11.900000000000000,,994,987,9.7,0.680000000000000,840192,858847,18655,5364.1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1461,16094,2010,12/8/2010 0:00:00,6,796,0,38.473869999999998,-121.584400000000002,38.47567,-121.58442,38.47892,-121.58442,11:12,37,11.300000000000001,,786,797,25,0.420000000000000,823312,840192,16880,4853.7,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1462,16095,2010,12/8/2010 0:00:00,6,797,0,38.404620000000001,-121.615600000000001,38.40628,-121.61508,38.40856,-121.61344,10:40,34,11.100000000000000,,557,572,51.4,0.310000000000000,806394,823312,16918,4864.6,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,North Delta,448,44800,173,1.533990404880000
1463,16141,2011,9/14/2011 0:00:00,3,713,0,38.207120000000003,-121.660079999999994,,,,,15:31,40,21.199999999999999,21.6,157,157,17.5,0.780000000000000,386535,403353,16818,4835.9,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1464,16142,2011,9/14/2011 0:00:00,3,715,0,38.222949999999997,-121.673620000000000,38.22594,-121.67489,,,14:49,40,21.199999999999999,21.8,173,190,39.4,0.520000000000000,366952,386535,19583,5630.9,4,2,1,1,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1465,16143,2011,9/14/2011 0:00:00,3,716,0,38.237870000000001,-121.684380000000004,38.23972,-121.68511,,,12:49,36,21.199999999999999,21.7,180,254,41.6,0.490000000000000,328528,347138,18610,5351.1,3,3,1,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1466,16144,2011,9/14/2011 0:00:00,3,721,0,38.268149999999999,-121.702770000000001,38.27131,-121.70542,38.26831,-121.70139,13:39,11,21.899999999999999,21.4,178,181,65.9,0.380000000000000,347138,366952,19814,5697.3,3,3,1,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,173,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1467,16181,2011,9/20/2011 0:00:00,3,719,0,38.334280000000000,-121.647329999999997,38.33258,-121.64772,38.33175,-121.64817,09:30,32,21.899999999999999,21.8,422,399,48.3,0.560000000000000,56712,73573,16861,4848.2,4,2,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1468,16182,2011,9/20/2011 0:00:00,3,723,0,38.236150000000002,-121.673479999999998,38.23678,-121.67308,38.23594,-121.67372,08:24,34,20.699999999999999,20.6,184,182,30.6,0.670000000000000,40695,56712,16017,4605.5,4,2,1,6,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1469,16183,2011,9/20/2011 0:00:00,3,795,0,38.537700000000001,-121.584680000000006,38.53881,-121.58464,38.54231,-121.58378,12:03,38,24.100000000000001,22.7,893,896,10.2,1.140000000000000,105956,122389,16433,4725.2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1470,16184,2011,9/20/2011 0:00:00,3,796,0,38.473869999999998,-121.584400000000002,38.47319,-121.58442,38.46997,-121.58522,11:31,37,23.699999999999999,22.7,824,800,31,0.480000000000000,88694,105956,17262,4963.5,4,2,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1471,16185,2011,9/20/2011 0:00:00,3,797,0,38.404620000000001,-121.615600000000001,38.40453,-121.61556,38.40303,-121.61533,10:22,34,22.199999999999999,22.1,619,616,41.3,0.390000000000000,73573,88694,15121,4347.9,4,2,1,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1472,16231,2011,10/10/2011 0:00:00,4,713,0,38.207120000000003,-121.660079999999994,38.20864,-121.66203,38.20881,-121.66247,12:33,40,16.300000000000001,16.3,132,131,11.7,0.870000000000000,707007,724655,17648,5074.5,4,2,4,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1473,16232,2011,10/10/2011 0:00:00,4,715,0,38.222949999999997,-121.673620000000000,38.22658,-121.67472,38.22972,-121.67539,12:59,43,16.500000000000000,16.5,138,140,11.8,0.870000000000000,724655,744521,19866,5712.3,4,2,4,1,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1474,16233,2011,10/10/2011 0:00:00,4,716,0,38.237870000000001,-121.684380000000004,38.23858,-121.68528,38.23906,-121.68511,13:23,46,16.500000000000000,16.5,142,140,14.4,0.750000000000000,744521,762208,17687,5085.7,4,2,4,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1475,16234,2011,10/10/2011 0:00:00,4,721,0,38.268149999999999,-121.702770000000001,38.26939,-121.70381,38.26631,-121.70028,14:19,13,17.399999999999999,17.6,198,199,30.7,0.430000000000000,762208,782372,20164,5798,4,2,4,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1476,16271,2011,10/14/2011 0:00:00,4,719,0,38.334280000000000,-121.647329999999997,38.33447,-121.64694,38.33661,-121.64678,09:50,37,19.100000000000001,18.9,365,356,24,0.470000000000000,490278,510041,19763,5682.7,2,2,1,1,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1477,16272,2011,10/14/2011 0:00:00,4,723,0,38.236150000000002,-121.673479999999998,38.23831,-121.67297,38.23919,-121.67192,08:50,35,17.100000000000001,16.9,126,132,8.6,0.990000000000000,0,18263,18263,5251.4,1,3,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1478,16273,2011,10/14/2011 0:00:00,4,795,0,38.537700000000001,-121.584680000000006,38.53981,-121.58444,38.54356,-121.58383,12:40,37,22.100000000000001,21.6,893,915,7.9,0.850000000000000,545827,563332,17505,5033.4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1479,16274,2011,10/14/2011 0:00:00,4,796,0,38.473869999999998,-121.584400000000002,38.47439,-121.58436,38.47742,-121.58419,11:36,32,20.600000000000001,20.6,828,824,21.6,0.420000000000000,527798,545827,18029,5184.1,2,2,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1480,16275,2011,10/14/2011 0:00:00,4,797,0,38.404620000000001,-121.615600000000001,38.40603,-121.61411,38.40836,-121.61389,11:03,34,20.199999999999999,20,617,615,32,0.360000000000000,510044,527798,17754,5105,2,2,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1481,16322,2011,11/15/2011 0:00:00,5,713,0,38.207120000000003,-121.660079999999994,38.20786,-121.66122,38.21003,-121.66456,13:38,41,12.699999999999999,12.6,167,152,10.9,0.850000000000000,431780,448535,16755,4817.8,2,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1482,16323,2011,11/15/2011 0:00:00,5,715,0,38.222949999999997,-121.673620000000000,38.22336,-121.67411,38.22125,-121.67336,14:03,44,12.800000000000001,12.5,165,156,12.7,0.790000000000000,448535,466303,17768,5109,4,1,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1483,16324,2011,11/15/2011 0:00:00,5,716,0,38.237870000000001,-121.684380000000004,38.23989,-121.68517,38.23894,-121.68436,14:32,37,13.100000000000000,12.6,175,167,14.7,0.660000000000000,466303,485685,19382,5573.1,4,2,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1484,16325,2011,11/15/2011 0:00:00,5,721,0,38.268149999999999,-121.702770000000001,38.26964,-121.70417,38.26703,-121.70053,15:14,13,12.900000000000000,12.9,232,239,24.6,0.480000000000000,485685,506308,20623,5930,4,2,1,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1485,16361,2011,11/21/2011 0:00:00,5,719,0,38.334280000000000,-121.647329999999997,38.33769,-121.64631,38.34544,-121.64364,09:34,36,12.600000000000000,12.5,365,370,54.2,0.210000000000000,153560,171306,17746,5102.7,4,1,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,264,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
1486,16362,2011,11/21/2011 0:00:00,5,723,0,38.236150000000002,-121.673479999999998,38.23922,-121.67261,38.24639,-121.67053,08:35,37,11.800000000000001,11.8,190,191,18.5,0.480000000000000,133646,153560,19914,5726.1,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,North Delta,448,44800,173,1.533990404880000
